Antonio Gandy-Golden,FA,4029893,WR,100.100,2020,s,False,3.0,FA
Darren Fells,FA,15773,TE,100.100,2020,s,False,65.7,FA
Kalen Ballage,FA,3128774,RB,100.100,2020,s,False,79.4,FA
Tavon Austin,FA,15786,WR,100.100,2020,s,False,2.5,FA
Terry Godwin,FA,3915174,WR,100.100,2020,s,False,5.0,FA
Tyler Eifert,FA,15788,TE,100.100,2020,s,False,64.9,FA
Isaiah McKenzie,FA,3128724,WR,100.100,2020,s,False,78.58,FA
Cordarrelle Patterson,FA,15807,RB,100.100,2020,s,False,52.9,FA
Giovani Bernard,FA,15826,RB,100.100,2020,s,False,134.6,FA
Mike Glennon,FA,15837,QB,100.100,2020,s,False,60.58,FA
Vance McDonald,FA,15853,TE,100.100,2020,s,False,17.4,FA
Jordan Reed,FA,15860,TE,100.100,2020,s,False,60.1,FA
Geno Smith,FA,15864,QB,100.100,2020,s,False,1.12,FA
Ryan Griffin,FA,15887,TE,100.100,2020,s,False,13.1,FA
Matt Barkley,FA,15948,QB,100.100,2020,s,False,9.28,FA
Rex Burkhead,FA,15971,RB,100.100,2020,s,False,95.1,FA
Levine Toilolo,FA,15980,TE,100.100,2020,s,False,7.1,FA
Theo Riddick,FA,15994,RB,100.100,2020,s,False,8.2,FA
Kyle Juszczyk,FA,16002,RB,100.100,2020,s,False,72.1,FA
Kenny Stills,FA,16016,WR,100.100,2020,s,False,25.9,FA
Laviska Shenault Jr.,FA,4243160,WR,100.100,2020,s,False,128.1,FA
Devin Asiasi,FA,4046522,TE,100.100,2020,s,False,10.9,FA
Ty Johnson,FA,3915411,RB,100.100,2020,s,False,55.3,FA
KJ Hill Jr.,FA,3915522,WR,100.100,2020,s,False,8.8,FA
Stephen Carlson,FA,3948283,TE,100.100,2020,s,False,1.6,FA
Tyler Conklin,FA,3915486,TE,100.100,2020,s,False,34.9,FA
Luke Willson,FA,16121,TE,100.100,2020,s,False,1.7,FA
Josh Hill,FA,16143,TE,100.100,2020,s,False,14.6,FA
Salvon Ahmed,FA,4243315,RB,100.100,2020,s,False,63.5,FA
Hunter Bryant,FA,4243318,TE,100.100,2020,s,False,4.9,FA
Chase Claypool,FA,4046692,WR,100.100,2020,s,False,183.9,FA
Tyler Bray,FA,16252,QB,100.100,2020,s,False,0.72,FA
Tony Jones Jr.,FA,4046676,RB,100.100,2020,s,False,1.3,FA
DeMichael Harris,FA,4374496,WR,100.100,2020,s,False,17.5,FA
Demetrius Harris,FA,16318,TE,100.100,2020,s,False,8.0,FA
Gabriel Davis,FA,4243537,WR,100.100,2020,s,False,119.4,FA
Keke Coutee,FA,3915823,WR,100.100,2020,s,False,70.5,FA
Jack Doyle,FA,16504,TE,100.100,2020,s,False,52.6,FA
Tyler Johnson,FA,2310331,WR,100.100,2020,s,False,34.9,FA
Miles Boykin,FA,3932423,WR,100.100,2020,s,False,60.1,FA
Lynn Bowden Jr.,FA,4259979,RB,100.100,2020,s,False,39.58,FA
Josh Adams,FA,3932420,RB,100.100,2020,s,False,33.6,FA
Dexter Williams,FA,3932449,RB,100.100,2020,s,False,0.8,FA
Equanimeous St. Brown,FA,3932442,WR,100.100,2020,s,False,21.9,FA
