Raheem Blackshear,FA,4259308,RB,1,2022,a,False,39.0,FA
Isaiah McKenzie,FA,3128724,WR,1,2022,a,False,98.8,FA
Sony Michel,FA,3128721,RB,1,2022,a,False,20.4,FA
Rodrigo Blankenship,FA,3915165,K,1,2022,a,False,19.0,FA
Giovani Bernard,FA,15826,RB,1,2022,a,False,3.7,FA
Marquise Goodwin,FA,15839,WR,1,2022,a,False,76.7,FA
Geno Smith,FA,15864,QB,1,2022,a,False,318.88,FA
Eno Benjamin,FA,4242873,RB,1,2022,a,False,77.1,FA
Ryan Griffin,FA,15887,TE,1,2022,a,False,4.6,FA
Latavius Murray,FA,15920,RB,1,2022,a,False,140.7,FA
Teagan Quitoriano,FA,4374045,TE,1,2022,a,False,26.8,FA
Dustin Hopkins,FA,15965,K,1,2022,a,False,40.0,FA
Rex Burkhead,FA,15971,RB,1,2022,a,False,58.9,FA
Kevin Harris,FA,4570674,RB,1,2022,a,False,11.2,FA
Ronnie Rivers,FA,4243003,RB,1,2022,a,False,7.5,FA
Kyle Juszczyk,FA,16002,RB,1,2022,a,False,44.1,FA
Chris Evans,FA,4046530,RB,1,2022,a,False,11.3,FA
Laviska Shenault Jr.,FA,4243160,WR,1,2022,a,False,59.2,FA
Devin Asiasi,FA,4046522,TE,1,2022,a,False,1.5,FA
Ty Johnson,FA,3915411,RB,1,2022,a,False,36.8,FA
Shi Smith,FA,4259499,WR,1,2022,a,False,51.6,FA
Deven Thompkins,FA,4374187,WR,1,2022,a,False,8.3,FA
Tyler Conklin,FA,3915486,TE,1,2022,a,False,102.5,FA
Salvon Ahmed,FA,4243315,RB,1,2022,a,False,13.7,FA
Cade Otton,FA,4243331,TE,1,2022,a,False,72.1,FA
Josh Lambo,FA,2998120,K,1,2022,a,False,3.0,FA
Tony Jones Jr.,FA,4046676,RB,1,2022,a,False,7.9,FA
Kylin Hill,FA,4259805,RB,1,2022,a,False,0.7,FA
Brandon McManus,FA,16339,K,1,2022,a,False,135.0,FA
Jacob Harris,FA,3932144,WR,1,2022,a,False,1.1,FA
Riley Patterson,FA,4243371,K,1,2022,a,False,140.0,FA
Keke Coutee,FA,3915823,WR,1,2022,a,False,1.5,FA
Brett Maher,FA,16486,K,1,2022,a,False,162.0,FA
Braylon Sanders,FA,4259908,WR,1,2022,a,False,1.7,FA
Miles Boykin,FA,3932423,WR,1,2022,a,False,2.1,FA
Jaelon Darden,FA,4243830,WR,1,2022,a,False,3.8,FA
Equanimeous St. Brown,FA,3932442,WR,1,2022,a,False,54.2,FA
Mo Alie-Cox,FA,2998565,TE,1,2022,a,False,45.4,FA
Jalen Guyton,FA,3932430,WR,1,2022,a,False,7.4,FA
Sammy Watkins,FA,16725,WR,1,2022,a,False,39.5,FA
Teddy Bridgewater,FA,16728,QB,1,2022,a,False,42.02,FA
Jimmy Garoppolo,FA,16760,QB,1,2022,a,False,170.78,FA
Jerick McKinnon,FA,16782,RB,1,2022,a,False,169.3,FA
Richard Rodgers,FA,16786,TE,1,2022,a,False,0.9,FA
Jarvis Landry,FA,16790,WR,1,2022,a,False,47.7,FA
KhaDarel Hodge,FA,3047876,WR,1,2022,a,False,34.7,FA
John Brown,FA,16804,WR,1,2022,a,False,10.7,FA
James Proche II,FA,3916204,WR,1,2022,a,False,9.2,FA
