QB1,FA,1,QB,80,2022,a,FALSE,403,FA
QB2,FA,1,QB,80,2022,a,FALSE,394,FA
QB3,FA,1,QB,62,2022,a,FALSE,381,FA
QB4,FA,1,QB,47,2022,a,FALSE,363,FA
QB5,FA,1,QB,47,2022,a,FALSE,352,FA
QB6,FA,1,QB,46,2022,a,FALSE,347,FA
QB7,FA,1,QB,41,2022,a,FALSE,335,FA
QB8,FA,1,QB,22,2022,a,FALSE,332,FA
QB9,FA,1,QB,21,2022,a,FALSE,325,FA
QB10,FA,1,QB,20,2022,a,FALSE,324,FA
QB11,FA,1,QB,20,2022,a,FALSE,311,FA
QB12,FA,1,QB,20,2022,a,FALSE,297,FA
QB13,FA,1,QB,17,2022,a,FALSE,287,FA
QB14,FA,1,QB,12,2022,a,FALSE,281,FA
QB15,FA,1,QB,11,2022,a,FALSE,276,FA
QB16,FA,1,QB,11,2022,a,FALSE,269,FA
QB17,FA,1,QB,10,2022,a,FALSE,265,FA
QB18,FA,1,QB,5,2022,a,FALSE,263,FA
QB19,FA,1,QB,2,2022,a,FALSE,260,FA
QB20,FA,1,QB,2,2022,a,FALSE,252,FA
QB21,FA,1,QB,1,2022,a,FALSE,248,FA
QB22,FA,1,QB,1,2022,a,FALSE,243,FA
QB23,FA,1,QB,1,2022,a,FALSE,238,FA
QB24,FA,1,QB,1,2022,a,FALSE,233,FA
QB25,FA,1,QB,1,2022,a,FALSE,231,FA
QB26,FA,1,QB,1,2022,a,FALSE,228,FA
QB27,FA,1,QB,1,2022,a,FALSE,222,FA
QB28,FA,1,QB,1,2022,a,FALSE,213,FA
QB29,FA,1,QB,1,2022,a,FALSE,204,FA
QB30,FA,1,QB,1,2022,a,FALSE,200,FA
RB1,FA,1,RB,73,2022,a,FALSE,380,FA
RB2,FA,1,RB,72,2022,a,FALSE,357,FA
RB3,FA,1,RB,69,2022,a,FALSE,329,FA
RB4,FA,1,RB,66,2022,a,FALSE,297,FA
RB5,FA,1,RB,64,2022,a,FALSE,287,FA
RB6,FA,1,RB,62,2022,a,FALSE,279,FA
RB7,FA,1,RB,60,2022,a,FALSE,274,FA
RB8,FA,1,RB,54,2022,a,FALSE,268,FA
RB9,FA,1,RB,47,2022,a,FALSE,262,FA
RB10,FA,1,RB,45,2022,a,FALSE,252,FA
RB11,FA,1,RB,40,2022,a,FALSE,246,FA
RB12,FA,1,RB,35,2022,a,FALSE,240,FA
RB13,FA,1,RB,34,2022,a,FALSE,237,FA
RB14,FA,1,RB,25,2022,a,FALSE,235,FA
